epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
32,145.593,0.22961,1,1,0.01389,0.000770034,0.000770034,0.000770034
33,151.349,0.18966,1,1,0.01776,0.000759035,0.000759035,0.000759035
34,156.771,0.08929,0.98387,1,0.03242,0.000748036,0.000748036,0.000748036
35,158.351,0.20925,0.98387,1,0.04137,0.000737037,0.000737037,0.000737037
36,164.175,0.13656,0.98387,1,0.05287,0.000726038,0.000726038,0.000726038
37,169.582,0.23804,0.98387,1,0.04109,0.00071504,0.00071504,0.00071504
38,175.926,0.47877,0.98387,1,0.03102,0.000704041,0.000704041,0.000704041
39,178.028,0.52712,0.98387,1,0.02261,0.000693042,0.000693042,0.000693042
40,182.952,0.51812,0.98387,1,0.02351,0.000682043,0.000682043,0.000682043
41,190.195,0.25358,1,1,0.01577,0.000671044,0.000671044,0.000671044
42,198.081,0.22477,0.98387,1,0.03122,0.000660045,0.000660045,0.000660045
43,201.014,0.28836,0.98387,1,0.02656,0.000649046,0.000649046,0.000649046
44,207.846,0.10557,0.98387,1,0.03158,0.000638047,0.000638047,0.000638047
45,214.468,0.09697,0.98387,1,0.02182,0.000627048,0.000627048,0.000627048
46,220.954,0.05101,0.98387,1,0.02027,0.000616049,0.000616049,0.000616049
47,223.544,0.53534,0.98387,1,0.02431,0.000605051,0.000605051,0.000605051
48,227.932,0.2232,0.98387,1,0.04078,0.000594052,0.000594052,0.000594052
49,234.933,0.31033,0.98387,1,0.04565,0.000583053,0.000583053,0.000583053
50,241.948,0.4295,0.98387,1,0.05761,0.000572054,0.000572054,0.000572054
51,244.661,0.27134,0.98387,1,0.05935,0.000561055,0.000561055,0.000561055
52,251.034,0.07695,0.98387,1,0.07381,0.000550056,0.000550056,0.000550056
53,255.183,0.07171,0.98387,1,0.05437,0.000539057,0.000539057,0.000539057
54,261.809,0.05854,0.98387,1,0.0538,0.000528058,0.000528058,0.000528058
55,264.538,0.06994,0.98387,1,0.05283,0.000517059,0.000517059,0.000517059
56,270.625,0.22474,0.98387,1,0.04935,0.00050606,0.00050606,0.00050606
57,277.252,0.20208,0.98387,1,0.0351,0.000495062,0.000495062,0.000495062
58,283.742,0.30229,0.98387,1,0.035,0.000484063,0.000484063,0.000484063
59,286.187,0.23396,0.98387,1,0.03259,0.000473064,0.000473064,0.000473064
60,292.867,0.13324,0.98387,1,0.03961,0.000462065,0.000462065,0.000462065
61,296.575,0.04467,0.98387,1,0.03301,0.000451066,0.000451066,0.000451066
62,302.383,0.46139,0.98387,1,0.02443,0.000440067,0.000440067,0.000440067
63,305.097,0.62307,0.98387,1,0.0159,0.000429068,0.000429068,0.000429068
64,311.282,0.10993,0.98387,1,0.02007,0.000418069,0.000418069,0.000418069
65,318.408,0.40359,1,1,0.01771,0.00040707,0.00040707,0.00040707
66,321.084,0.21282,1,1,0.01487,0.000396071,0.000396071,0.000396071
67,327.02,0.17174,0.98387,1,0.02279,0.000385073,0.000385073,0.000385073
68,334.024,0.02199,0.98387,1,0.02994,0.000374074,0.000374074,0.000374074
69,335.749,0.17494,0.98387,1,0.02766,0.000363075,0.000363075,0.000363075
70,340.504,0.07126,0.98387,1,0.02883,0.000352076,0.000352076,0.000352076
71,347.233,0.21585,0.98387,1,0.03352,0.000341077,0.000341077,0.000341077
72,354.101,0.10748,0.98387,1,0.03318,0.000330078,0.000330078,0.000330078
73,359.888,0.27105,0.98387,1,0.03251,0.000319079,0.000319079,0.000319079
74,361.363,0.35375,0.98387,1,0.03583,0.00030808,0.00030808,0.00030808
75,367.684,0.05463,0.98387,1,0.03871,0.000297081,0.000297081,0.000297081
76,372.632,0.09502,0.98387,1,0.0451,0.000286083,0.000286083,0.000286083
77,375.288,0.10147,0.98387,1,0.04324,0.000275084,0.000275084,0.000275084
78,381.831,0.40333,0.98387,1,0.0471,0.000264085,0.000264085,0.000264085
79,389.084,0.49205,0.98387,1,0.0448,0.000253086,0.000253086,0.000253086
80,395.016,0.16121,0.98387,1,0.04786,0.000242087,0.000242087,0.000242087
81,399.875,0.08992,0.98387,1,0.04345,0.000231088,0.000231088,0.000231088
82,401.562,0.04417,0.98387,1,0.04441,0.000220089,0.000220089,0.000220089
83,405.53,0.0308,0.98387,1,0.04409,0.00020909,0.00020909,0.00020909
84,411.498,0.10174,0.98387,1,0.05039,0.000198091,0.000198091,0.000198091
85,416.791,0.0972,0.98387,1,0.04434,0.000187092,0.000187092,0.000187092
86,422.91,0.10117,0.98387,1,0.04255,0.000176094,0.000176094,0.000176094
87,429.195,0.23222,0.98387,1,0.04631,0.000165095,0.000165095,0.000165095
88,434.911,0.19419,0.98387,1,0.05372,0.000154096,0.000154096,0.000154096
89,439.021,0.07937,0.98387,1,0.0447,0.000143097,0.000143097,0.000143097
90,443.592,0.03258,0.98387,1,0.04158,0.000132098,0.000132098,0.000132098
91,498.128,0.16168,0.98387,1,0.03965,0.000121099,0.000121099,0.000121099
92,503.785,0.34836,0.98387,1,0.03851,0.0001101,0.0001101,0.0001101
93,508.191,0.03912,0.98387,1,0.03474,9.91012e-05,9.91012e-05,9.91012e-05
94,513.53,0.03365,0.98387,1,0.03558,8.81023e-05,8.81023e-05,8.81023e-05
95,519.725,0.29249,0.98387,1,0.03889,7.71034e-05,7.71034e-05,7.71034e-05
96,523.341,0.02158,0.98387,1,0.03657,6.61045e-05,6.61045e-05,6.61045e-05
97,528.074,0.04667,0.98387,1,0.03583,5.51056e-05,5.51056e-05,5.51056e-05
98,529.62,0.06804,0.98387,1,0.03205,4.41067e-05,4.41067e-05,4.41067e-05
99,532.859,0.04341,0.98387,1,0.02799,3.31078e-05,3.31078e-05,3.31078e-05
100,540.333,0.05467,0.98387,1,0.03527,2.21089e-05,2.21089e-05,2.21089e-05
